title,url,date,description,img
Win11 搜索突然崩了？教你修复 Win11 搜索错误,https://www.ithome.com/0/589/719.htm,Wed Dec  1 00:00:00 2021,Win11 自带的疑难解答工具还是非常实用的。除了可以解决系统搜索方面的故障，它还可以解决网络、应用商店、音频、电源等方方面面的问题,https://img.ithome.com/newsuploadfiles/thumbnail/2021/12/589719_240.jpg
华为 openEuler 欧拉操作系统上架微软商店，推出 Win11/Win10 Linux 子系统 WSL 版本,https://www.ithome.com/0/589/658.htm,Tue Nov 30 00:00:00 2021,华为在今年 9 月份发布了全新操作系统“openEuler 欧拉”，是一个开源、免费的 Linux 发行版平台。近日，openEuler 上架了微软 Win11/Win10 应用商店，推出了 Win11/Win10 Linux 子系统（WSL）版本镜像,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/589658_240.jpg
微软 .NET 跨平台 UI 框架 MAUI 最新预览版发布：与 VS 2022 重要集成,https://www.ithome.com/0/589/612.htm,Tue Nov 30 00:00:00 2021,.NET 多平台应用程序 UI (.NET MAUI) 可以使用单个代码库为 Windows、macOS、iOS 和 Android 构建本机客户端应用程序，并为 Blazor 混合方案提供本机容器和控件。,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/589612_240.jpg
微软 Ignite 大会中国站将于 2022 年 1 月 6-7 日上线：元宇宙、混合办公...,https://www.ithome.com/0/589/599.htm,Tue Nov 30 00:00:00 2021,,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/589599_240.jpg
微软 Win11 正式版推出快两个月，已发布新的和正测试功能大盘点,https://www.ithome.com/0/589/524.htm,Tue Nov 30 00:00:00 2021,Windows 11 操作系统仍然是一项未完成的工作。目前的 Windows 11 系统较两个月前正式推送时增加了不少功能，修复了存在的部分 Bug，但仍然缺少微软所承诺的一些元素。,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/589524_240.jpg
微软 Win11 将有全新快捷键来静音麦克风，或取消静音,https://www.ithome.com/0/589/517.htm,Tue Nov 30 00:00:00 2021,此外，微软还推出了一个新的实验性功能，可以让你在开会时将其他应用程序的内容分享到 Windows 11 的 Teams。,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/589517_240.jpg
经典功能消失不见？微软 Win11 如何打开 DX 诊断,https://www.ithome.com/0/589/508.htm,Tue Nov 30 00:00:00 2021,如果你是一名 PC 游戏玩家，时时刻刻关注自己的 DirectX 版本，那么应该知道一个经典方法，那就是呼出 DirectX 诊断工具。这个方法非常简单，在开始菜单找到“运行”，然后输入“dxdiag”，按下回车键，DirectX 诊断工具就出现了,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/589508_240.jpg
视频 + 图文：小米平板 5 刷 Win11 教程,https://www.ithome.com/0/589/486.htm,Mon Nov 29 00:00:00 2021,视频教程 图文教程一、前言 1. 刷机有风险，如果你什么都不懂，看看就好，不要操作 2. 本文的操作有一定砖机的风险，请谨慎操作，后果自负 3. 此教程会清,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/589486_240.jpg
微软 Win11 高危漏洞被公开，只因悬赏奖金打骨折：3 秒获得系统管理员权限,https://www.ithome.com/0/589/464.htm,Mon Nov 29 00:00:00 2021,GitHub 上突然有人上传了一个 Win11 最新漏洞的利用办法，几天之内暴涨 1300 多星。话说，发现漏洞不是可以报告给微软领取高额赏金来着，他怎么不要了？按这位黑客自己的说法“现在微软的赏金已成了垃圾,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/589464_240.jpg
Win11 喜提新功能：微软 Microsoft Store 商店可以显示版本号了,https://www.ithome.com/0/589/456.htm,Mon Nov 29 00:00:00 2021,外媒发现，微软正在为 Microsoft Store 测试一项相当基本的新功能，从而帮助用户和工程师搞明白 Win11/10 上所安装应用的最新版本号。,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/589456_240.jpg
Win11 必备小技巧：教你如何在 Win11 创建本地账户,https://www.ithome.com/0/589/313.htm,Mon Nov 29 10:05:09 2021,微软在 Win11 中，大力推广微软在线账户，在默认情况下大家得通过微软账号来登录到 Win11。但很多情况下，本地账户会更加适合使用。但要如何在 Win11 中切换到本地账户？这就来分享几种方法,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/589313_240.jpg
Win10/Win11学院：玩转 Windows 文件资源管理器,https://www.ithome.com/0/589/240.htm,Sun Nov 28 04:05:07 2021,注：本文测试的系统版本为Win10 家庭版 21H2 及Win11 专业版 21H2，阅读本文大约需要 14 分钟。前言在我们使用的 Windows,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/589240_240.jpg
功能太鸡肋？教你永久关闭 Win11 系统小组件,https://www.ithome.com/0/589/218.htm,Sun Nov 28 02:05:09 2021,Win11 已经发布一个多月了，很多朋友也已经体验到这个最新一代的 Windows 系统。微软在 Win11 中加入了不少新功能，例如“小组件”。小组件的按钮默认固定在任务栏当中，点击即可呼出小组件的面板，用户可以自定义设置小组件乃至添加增删小组件,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/589218_240.jpg
QQ 音乐 Win11/10 UWP 测试版 4.2.4 更新：暗色模式，侧边栏、搜索菜单半透明,https://www.ithome.com/0/589/203.htm,Sat Nov 27 13:05:09 2021,播放器栏颜色会随歌曲封面颜色轻微变化（效果很淡）,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/589203_240.jpg
微软：不会将Win11全新流畅2D表情包移植到Win10,https://www.ithome.com/0/589/185.htm,Sat Nov 27 11:05:08 2021,与以前 Windows Phone 时代的表情符号不同，全新的表情符号看起来很现代，色彩丰富，更有趣。,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/589185_240.jpg
满分且免费！微软 Win11/10 Defender 被评为 2021 年度最佳杀毒软件之一,https://www.ithome.com/0/589/180.htm,Sat Nov 27 09:05:09 2021,Windows 10 上的 Windows Defender 在所有保护、性能和可用性方面都获得了满分。McAfee 和 Avast 等厂商的其他安全解决方案也获得了满分，但 Windows Defender 是唯一的免费防病毒解决方案。,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/589180_240.jpg
华为应用市场 PC 版 2.1.2.303 更新：增强快应用引擎,https://www.ithome.com/0/589/176.htm,Sat Nov 27 09:05:09 2021,华为应用市场 PC 版荟萃精品应用，精选专题榜单，支持人工复检，年龄分级，纯净下载，安全省心。另外，华为还新增华为浏览器、华为云空间自有客户端，跨端内容协同,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/589176_240.jpg
Win11 捆绑 OneDrive、Teams 等软件，微软遭欧盟公司反垄断投诉,https://www.ithome.com/0/589/136.htm,Sat Nov 27 03:05:09 2021,据报道，由文件托管公司 Nextcloud 牵头的欧盟企业联盟向欧盟和德国反垄断机构提起诉讼，称微软滥用其在操作系统领域的主导地位,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/589136_240.jpg
微软下架 Win11 WSATools 原因被公开：名字像官方软件,https://www.ithome.com/0/588/944.htm,Fri Nov 26 04:05:08 2021,WSATools 开发者 Simone Franco 后来被微软联系以解决这个问题，现在，Franco 终于透露了 WSATools 被下架的原因，原因听起来似乎有些微不足道,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/588944_240.jpg
微软 Office Beta 版用上 Win11 Mica 云母效果：背景半透明，视觉焦点更清晰,https://www.ithome.com/0/588/738.htm,Thu Nov 25 04:05:08 2021,Windows 11 吸引人的改变之一是它的 Mica 云母效果，它提供了一种半透明的外观，同时对性能的消耗不高。微软已经为多个应用更新了界面，或多或少地使用了云母效果，如 Edge 浏览器、电影和电视、画图、截图工具、照片、计算器等,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/588738_240.jpg
微软为 VMWare、Hyper-V 等虚拟机推出 Win11 企业版镜像,https://www.ithome.com/0/588/706.htm,Thu Nov 25 00:05:08 2021,微软近日为企业管理员带来了 Window 11 企业版虚拟机镜像，可以更方便地进行部署。Window 11 企业版镜像大小为 20GB，打包了四个版本，分别面向四种流行的虚拟机：VMWare、Hyper-V、VirtualBox、Parallels,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/588706_240.jpg
适用于 ARM Windows 和苹果 M1 设备的微软 OneDrive 即将到来，预计十二月中旬全面部署,https://www.ithome.com/0/588/619.htm,Wed Nov 24 10:05:08 2021,在 Ignite 2021 大会上，微软宣布 OneDrive 将原生支持基于 ARM 处理器的 Windows 系统和苹果 M1 设备。,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/588619_240.jpg
微软 Win11 笔记本 Surface Pro 8 推送固件更新：改善触摸屏，提高图形稳定性,https://www.ithome.com/0/588/618.htm,Wed Nov 24 10:05:08 2021,Surface Pro 8 采用 13 英寸颜色鲜明的窄边框 PixelSense 触控显示屏。杜比视界 和自适应色彩技术让您可以享受双眼舒适且真实于生活的视觉体验。,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/588618_240.jpg
微软正将 Win11 MR 混合现实新功能推送给 Win10：可自动启动 SteamVR,https://www.ithome.com/0/588/586.htm,Wed Nov 24 10:05:08 2021,从 2021 年 11 月 22 日开始，Windows 10 版本 2004 或更新版本将拥有 Infinite Expanse（无限空间），SteamVR 跟随 Mixed Reality 混合现实门户启动，以及新的启动体验等。,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/588586_240.jpg
华为 HMS Core PC 版 6.2.0.301 更新：支持 Win11 系统,https://www.ithome.com/0/588/466.htm,Tue Nov 23 14:05:13 2021,可在平板、智慧屏、智能手表及车机等多设备调用。HMS Core 还支持第三方开发框架，如 React Native、Cordova 等。,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/588466_240.jpg
Facebook Messenger Win11/10 Beta 版新增支持原生 UWP 控件，抛弃 Electron,https://www.ithome.com/0/588/388.htm,Tue Nov 23 08:05:08 2021,该公司发布了 Messenger Beta 应用程序的重大更新，删除了其 Electron 基础，并将其转移到新的 React Native 平台。,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/588388_240.jpg
微软 Win11 Build 22000.348（KB5007262）可选累积更新发布：带来全新表情符号,https://www.ithome.com/0/588/342.htm,Tue Nov 23 04:05:08 2021,今天微软为 Windows 11 发布了一个新的可选累积性更新（KB5007262，版本号 22000.348）。然而，与大多数累积性更新不同，这个更新有新功能，带来了早在 7 月宣布的新的表情符号,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/588342_240.jpg
为什么 Win11 ARM 不支持 M1 Mac，消息称微软与高通达成秘密独家协议,https://www.ithome.com/0/588/280.htm,Tue Nov 23 00:05:08 2021,微软拒绝为基于 Arm 架构的苹果 M1、M1 Pro 和 M1 Max Mac 提供 Windows 11 版本，现在我们可能知道了原因 —— 微软与高通公司达成了一项秘密独家协议,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/588280_240.jpg
继承 Win10 缺点，教你关闭 Win11 烦人的网络搜索,https://www.ithome.com/0/588/065.htm,Sun Nov 21 23:05:17 2021,Win10 烦人的网络搜索，在 Win11 中被一并继承了下来。而与此同时，在 Win11 中，即使你设置了其他浏览器为默认，还是会强制使用 Edge 浏览器打开。今天，就来教你要如何关闭 Win11 的网络搜索,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/588065_240.jpg
微软 Win11/10 Surface App 新增支持自动检测 Surface Slim Pen 1 手写笔,https://www.ithome.com/0/588/052.htm,Sun Nov 21 14:47:04 2021,新款 Surface Slim Pen 1 可以插入 Surface Pro X Type Cover 键盘的顶部并在对接时会以无线的方式充电，取代了旧款 Pen 所一直沿用的 AAAA 电池供电方式。,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/588052_240.jpg
微软 Win11 Build 22504.1010（KB5008697）预览版发布,https://www.ithome.com/0/588/004.htm,Sun Nov 21 07:27:09 2021,这些服务管道的更新是必要的，以确保在没有任何值得注意的问题或故障的情况下向用户提供构建版本。,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/588004_240.jpg
微软计划进一步加速 Win11 的推送工作：因用户反馈很积极,https://www.ithome.com/0/587/859.htm,Sat Nov 20 04:02:40 2021,由于整体反馈并不负面，微软正在扩大 Windows 11 的推送范围。在一份新的支持公告中，微软解释说，Windows 11 已经为更多支持的设备做好准备,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/587859_240.jpg
微软 Win11 出世 UWP 却惨遭“弃用”，Win 软件还会翻新吗,https://www.ithome.com/0/587/839.htm,Sat Nov 20 04:02:40 2021,Win10 时代被频频提起的 UWP 生态，在 Win11 的到来之际竟然近乎销声匿迹。在今后第三方的 Win 软件还会源源不断迎来翻新吗？还是说 Win11 的改版仍只会是昙花一现、大量 Win 软件仍旧积重难返？今天就来简单谈谈吧,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/587839_240.jpg
微软 Win11 Build 22000.348 Beta/Release 预览版发布,https://www.ithome.com/0/587/858.htm,Sat Nov 20 02:17:15 2021,今日凌晨，面向 Windows 预览体验成员，微软向 Beta 和 Release Preview 频道发布了 Windows 11 Build 22000.348（KB5007262）更新,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/587858_240.jpg
微软 Win11 出世 UWP 却惨遭弃用，Win 软件还会翻新吗,https://www.ithome.com/0/587/839.htm,Sat Nov 20 00:31:09 2021,Win10 时代被频频提起的 UWP 生态，在 Win11 的到来之际竟然近乎销声匿迹。在今后第三方的 Win 软件还会源源不断迎来翻新吗？还是说 Win11 的改版仍只会是昙花一现、大量 Win 软件仍旧积重难返？今天就来简单谈谈吧,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/587839_240.jpg
荣耀互联专题页面正式上线：Win11 电脑与手机协同，支持隔空传、一碰连等功能,https://www.ithome.com/0/587/783.htm,Fri Nov 19 11:35:30 2021,把手机屏幕协同呈现在电脑的桌面上，并且直接用鼠标或触控屏进行操作，这样的好处是，在电脑工作时，可以不用再抬起手机处理任务，并且可以在手机与电脑之间进行文件传输,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/587783_240.jpg
微软 Win11/10 免费工具集 PowerToys 将新增鼠标荧光笔,https://www.ithome.com/0/587/766.htm,Fri Nov 19 09:15:39 2021,新的鼠标荧光笔高亮功能是为演示者或做屏幕共享的用户设计的，允许用户轻松看到演示者何时右键点击或左键点击。,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/587766_240.jpg
微软 Win10 Build 19044.1381/19043.1381 Release 预览版发布（附更新内容）,https://www.ithome.com/0/587/734.htm,Fri Nov 19 07:26:44 2021,微软修复了可能影响使用 Windows Hello for Business 并加入 Azure Active Directory（AD）的设备的问题。这些设备在访问企业内部资源,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/587734_240.jpg
微软 UI 团队：将在 2022 年重点解决 Win11 系统 UI 性能问题,https://www.ithome.com/0/587/725.htm,Fri Nov 19 07:26:44 2021,在近期的微软反馈中心上，有用户抱怨在 Windows 11 中使用含有 WinUI 或者 XAML UI 元素的应用程序时自己的电脑会出现一些画面方面的性能问题,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/587725_240.jpg
微软 Win11 安卓子系统 1.8.32828 更新,https://www.ithome.com/0/587/657.htm,Fri Nov 19 03:12:46 2021,微软 Win11 安卓子系统再次迎来更新，版本号由 1.8.32822 提升到了 1.8.32828。在上一个版本的更新中，Win11 安卓子系统迎来了全屏壁纸填充功能，本次更新版本号提升较小，可能只是修复 Bug，官方未列出具体更新内容,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/587657_240.jpg
联发科宣布将杀入 Windows on ARM 市场，与高通、苹果竞争,https://www.ithome.com/0/587/627.htm,Fri Nov 19 03:12:46 2021,联发科今日在加利福尼亚州拉古纳海滩举行高管峰会，发布了一系列公告，并宣布将推出面向 Windows on ARM 市场的芯片。“苹果已经向世界展示了它是可以做到的，”联发科销售和业务发展副总裁 Eric Fisher 说,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/587627_240.jpg
小米平板 5 成功运行 Win11：骁龙 860 运行系统流畅,https://www.ithome.com/0/587/600.htm,Thu Nov 18 00:00:00 2021,小米平板 5 运行 Windows 11 系统在 2K 分辨率下较为流畅，还降低了 CPU 核心的频率，使其更加省电。,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/587600_240.jpg
用户的胜利，微软承诺将 Win11/10 Whiteboard 白板应用回滚至旧的 UWP 版本,https://www.ithome.com/0/587/582.htm,Thu Nov 18 15:06:10 2021,微软最近统一了 Windows 和 iOS 版本的 Whiteboard 白板应用，将这两个应用的 Web 版变成了 webview 应用。,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/587582_240.jpg
微软证实：某些版本的英特尔 SST 音频驱动会导致 Win11 蓝屏,https://www.ithome.com/0/587/423.htm,Thu Nov 18 05:05:35 2021,微软在近期更新的一份技术性文档中描述了最近在 Windows 11 系统中存在的一个驱动方面的 Bug，如果用户使用英特尔 SST 音频驱动程序的话，可能会和 Windows 11 存在兼容性问题,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/587423_240.jpg
微软 Win11 Dev 预览版 Build 22504 发布：输入法迎来自定义主题，解决键盘灯不亮问题,https://www.ithome.com/0/587/389.htm,Thu Nov 18 01:05:35 2021,微软今日为 Dev 渠道的用户推送了 Win11 Build 22504 预览版。触控键盘的 13 个主题扩展到其他输入体验，包括输入法、表情符号面板和语音输入,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/587389_240.jpg
Win11 SE 主题壁纸上架微软商店，免费下载,https://www.ithome.com/0/587/374.htm,Wed Nov 17 00:00:00 2021,Windows 11 SE 是微软对抗 Chromebook 的最新努力，虽然我们必须等待，看看它是否能够对抗 Chrome OS 的主导地位,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/587374_240.jpg
微软 Win10 LTSC 2021 （长期服务频道）正式版发布，附 MSDN 官方 ISO 纯净镜像下载,https://www.ithome.com/0/587/333.htm,Wed Nov 17 13:05:28 2021,微软此前将 Windows LTSC 版本的支持时间框架从 10 年修改为 5 年，2021 年的版本是第一个受变化影响的版本。,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/587333_240.jpg
附使用及记忆方法，Win11 常用快捷键一览,https://www.ithome.com/0/587/315.htm,Wed Nov 17 11:05:31 2021,注：阅读本文大约需要 8 分钟。前言本文除列举了 Windows 11 常用的键盘快捷键之外，还附带描述了使用方法和记忆方法，读完本文，希望能够帮助I,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/587315_240.jpg
微软 Windows x64 仿真正式推出，只支持 Win11 ARM,https://www.ithome.com/0/587/235.htm,Wed Nov 17 07:05:17 2021,微软去年宣布为 Win10 推出可用于 ARM64 设备的 x64 仿真，今日，微软宣布 x64 仿真已支持 Win11 ARM。x64 仿真可以帮助 Win11 ARM 运行一些大型 x64 位程序，或者没有旧指令集编译的应用,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/587235_240.jpg
Windows App SDK 1.0 稳定版发布：支持 WinUI 3,https://www.ithome.com/0/587/226.htm,Wed Nov 17 07:05:17 2021,微软今天发布了其 Windows App 开发工具包（SDK）的 1.0 稳定版，Windows 开发者平台公司副总裁 Kevin Gallo 在推特上称，Win App SDK 专注于授权开发者在 Windows 上构建最具生产力的应用程序,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/587226_240.jpg
Win11 第三方 Files v2 标签式文件管理器已支持原生 ARM64,https://www.ithome.com/0/587/181.htm,Wed Nov 17 03:05:32 2021,Files（文件）是一款适用于 Windows 10/Windows 11 的免费的第三方开源文件管理器，它利用了 Windows 平台的最新功能，包括流畅设计、无缝更新和 API，实现了用户期望的性能和生命周期行为,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/587181_240.jpg
微软推出新版 Media Player：全新 Win11 设计，取代 Groove 音乐,https://www.ithome.com/0/587/149.htm,Wed Nov 17 01:05:15 2021,此前，微软在一段展示视频中曝光了新版 Media Player 的界面，但详细情况未知。据IT之家网友 @Rongronggg9 投稿，微软官方今日宣布，新版 Media Player 已向 Dev 渠道的用户推出,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/587149_240.jpg
右击任务栏启动入口被关闭，微软 Win11 打开任务管理器的几种方法,https://www.ithome.com/0/587/142.htm,Tue Nov 16 23:05:27 2021,任务管理器是 Windows 系统中一项非常实用的功能。不过在最新版 Win11 中，右击任务栏启动任务管理器的入口被关闭了，这也引发了很多争议,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/587142_240.jpg
谷歌 Chrome 96 浏览器引入全新实验性选项：可启用 Win11 风格右键菜单,https://www.ithome.com/0/587/086.htm,Tue Nov 16 11:05:15 2021,谷歌于今日正式向 Windows 平台推出了 Chrome 浏览器更新，版本号为 96.0.4664.45。在该版本浏览器中谷歌在实验性选项中提供了可将 Chrome 浏览器的右键菜单更改为 Windows 11 风格的功能，更改后的 Chrome 浏览器右键菜单和 Windows 11 的右键菜单一样为圆角矩形设计,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/587086_240.jpg
（更新）WhatsApp 全新 UWP 版发布：原生开发非网页转制，支持后台运行,https://www.ithome.com/0/586/913.htm,Tue Nov 16 03:05:15 2021,Aggiornamenti Lumia 近日放出了 WhatsApp 的全新 UWP 预览版，基于 UWP 原生开发，而非之前的 Electron 网页技术。从图中可以看到，原生 UWP 版的 WhatsApp 启动速度很快，一些 UI 还是 Win10 的棱角分明样式，但也采用了 Win11 的云母（Mica）风格，因此可以判断开发了有一段时间了，而且是在持续开发,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/586913_240.jpg
WhatsApp 全新 UWP 版本曝光：原生开发非网页转制，支持后台运行,https://www.ithome.com/0/586/913.htm,Tue Nov 16 01:05:10 2021,Aggiornamenti Lumia 近日放出了 WhatsApp 的全新 UWP 预览版，基于 UWP 原生开发，而非之前的 Electron 网页技术。从图中可以看到，原生 UWP 版的 WhatsApp 启动速度很快，一些 UI 还是 Win10 的棱角分明样式，但也采用了 Win11 的云母（Mica）风格，因此可以判断开发了有一段时间了，而且是在持续开发,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/586913_240.jpg
Win11 封禁 EdgeDeflector 等修改默认浏览器链接，微软回应：部分体验是为了端到端设计的,https://www.ithome.com/0/586/910.htm,Tue Nov 16 01:05:10 2021,此前据 MSPoweruser 报道，几年来，微软一直在争取迫使 Windows 用户使用 Edge 浏览器，经常地迫使链接在浏览器中使用 microsoft-edge://协议打开。例如，这个协议被用于内置的 Windows 搜索和“新闻和兴趣”小组件中，而大多数用户希望这些来源的链接能在他们的默认浏览器中打开,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/586910_240.jpg
微软 Win11/Win10 Linux 子系统（WSL）0.50.2 更新，获得全新企鹅图标,https://www.ithome.com/0/586/904.htm,Tue Nov 16 01:05:10 2021,微软今日向 Github 和 Microsoft Store 的 Windows Linux 子系统（WSL）发布了 0.50.2 版本更新，带来了诸多改进。0.50.2 版本最显而易见的改变就是全新的 Tux 小企鹅图标，除此之外，该版本使用了更新的内核，并进行了诸多修复,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/586904_240.jpg
微软开始在 Win11 上测试 Win10 经典右键菜单的新型设计，更加干净整洁,https://www.ithome.com/0/586/821.htm,Mon Nov 15 11:05:08 2021,Windows 11 在设计上做了大量的修改和改进。如果你已经升级到 Win11，你应该可以发现新版系统右键菜单相比 Win10 的右键菜单有很大不同，但你也可以通过底部的“显示更多选项”打开原来的右键菜单。,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/586821_240.jpg
微软 Windows Terminal 新设计抢先看，全面采用 Win11 风格,https://www.ithome.com/0/586/719.htm,Mon Nov 15 07:05:12 2021,微软终端工具 Windows Terminal 正在设计开发新外观，将全面适配 Win11 风格，基于全新的 WinUI 控件。根据 Windows Terminal 的 GitHub 页面的 PR，设计师 Pankaj Bhojwani 表示，Windows Terminal 的新外观将类似 Win11 的设置应用,https://img.ithome.com/newsuploadfiles/thumbnail/2021/11/586719_240.jpg
